Full Text,Author,Creation Time,Hashtags,text,useful tweet
The past couple days have made such HUGE impact on the many lives affected by the Woolsey Fires! @TarsanSUP is extremely grateful for our local community... We couldn't have done ANY of… https://www.instagram.com/p/BqOEf4MDaaS/?utm_source=ig_twitter_share&igshid=lj9f7bbyba2v …,TarsanSUP,Thu Nov 15 23:51:56 +0000 2018,,the past couple days have made such huge impact on the many lives affected by the woolsey fires! @tarsansup is extremely grateful for our local community... we couldn't have done any of… …,False
The past couple days have made such HUGE impact on the many lives affected by the Woolsey Fires! @TarsanSUP is extremely grateful for our local community... We couldn't have done ANY of… https://www.instagram.com/p/BqOEf4MDaaS/?utm_source=ig_twitter_share&igshid=1dzjcks41qk1o …,TarsanSUP,Thu Nov 15 23:43:41 +0000 2018,,the past couple days have made such huge impact on the many lives affected by the woolsey fires! @tarsansup is extremely grateful for our local community... we couldn't have done any of… …,False
#Repost @theechola ・・・ Please join us at The Echoplex tomorrow (11/15) for FireFight LA to come together in support of our community in the wake of the Hill and Woolsey fires. The event… https://www.instagram.com/p/BqL8npolN7Y/?utm_source=ig_twitter_share&igshid=1ghbyyi6uwgcc …,HigherGrndPromo,Thu Nov 15 03:56:16 +0000 2018,#Repost,#repost @theechola ・・・ please join us at the echoplex tomorrow (11/15) for firefight la to come together in support of our community in the wake of the hill and woolsey fires. the event… …,False
"Happy 49th Birthday Gerard Butler! First and foremost, I want to express my sadness at hearing that your home was partially damaged in the recent Woolsey… https://www.instagram.com/p/BqLnaH0B7r90VnzYluT_qBBo13cidlmt6Qo9RE0/?utm_source=ig_twitter_share&igshid=109wr0cyy1q7g …",RegardsMrsLove,Thu Nov 15 00:50:56 +0000 2018,,"happy 49th birthday gerard butler! first and foremost, i want to express my sadness at hearing that your home was partially damaged in the recent woolsey… …",False
To all the firefighters and first responders still battling the fires in Malibu and up north...THANK YOU! We are beyond blessed to have heroes like you. #woolsey #woolseyfire #malibu… https://www.instagram.com/p/BqIZIcMlghX/?utm_source=ig_twitter_share&igshid=12i0u85332y7s …,maliburugs,Tue Nov 13 18:48:27 +0000 2018,#woolsey #woolseyfire #malibu,to all the firefighters and first responders still battling the fires in malibu and up north...thank you! we are beyond blessed to have heroes like you. #woolsey #woolseyfire #malibu… …,False
Incredible images of animals evacuated from the #WoolseyFire in #Malibu ... Increíbles imágenes de animales evacuados del fuego Woolsey en la playa de Malibu. . . . latimes #woolseyfire… https://www.instagram.com/p/BqHYxqSB98c/?utm_source=ig_twitter_share&igshid=ou3wcrgzomdh …,RomiDeFrias,Tue Nov 13 09:26:06 +0000 2018,#WoolseyFire #Malibu #woolseyfire,incredible images of animals evacuated from the #woolseyfire in #malibu ... increíbles imágenes de animales evacuados del fuego woolsey en la playa de malibu. . . . latimes #woolseyfire… …,False
"Fire Update We evacuated on Friday and are happy to share that our family is safe and we are together. However, we are very sad to report that we’ve lost our family home in the Woolsey… https://www.instagram.com/p/BqGCP-zgNDI/?utm_source=ig_twitter_share&igshid=14rpipxfjwm1p …",oseamalibu,Mon Nov 12 22:42:22 +0000 2018,,"fire update we evacuated on friday and are happy to share that our family is safe and we are together. however, we are very sad to report that we’ve lost our family home in the woolsey… …",False
Imágenes de aviones no tripulados muestran la magnitud de la devastación causada por el incendio de #Woolsey en #Malibu. El incendio se había extendido a 85.500 acres el lunes. Mientras… https://www.instagram.com/p/BqGAYKKAIUq/?utm_source=ig_twitter_share&igshid=g79zjsmz3j74 …,javillanueva67,Mon Nov 12 20:34:25 +0000 2018,#Woolsey #Malibu,imágenes de aviones no tripulados muestran la magnitud de la devastación causada por el incendio de #woolsey en #malibu. el incendio se había extendido a 85.500 acres el lunes. mientras… …,False
Join us this Saturday for our Holiday Party featuring pullandthread rugs! 10% your purchases will go to the @lafdfoundation aiding them in fighting for people’s lives in the Woolsey Fires.… https://www.instagram.com/p/BqFz2AVBn7T/?utm_source=ig_twitter_share&igshid=kck98osylum4 …,thesoukmb,Mon Nov 12 19:00:56 +0000 2018,,join us this saturday for our holiday party featuring pullandthread rugs! 10% your purchases will go to the @lafdfoundation aiding them in fighting for people’s lives in the woolsey fires.… …,False
Join us this Saturday for our Holiday Party featuring pullandthread rugs! 10% your purchases will go to the @lafdfoundation aiding them in fighting for people’s lives in the Woolsey Fires.… https://www.instagram.com/p/BqFz2AVBn7T/?utm_source=ig_twitter_share&igshid=c8n8qb5m74ae …,thesoukmb,Mon Nov 12 18:46:32 +0000 2018,,join us this saturday for our holiday party featuring pullandthread rugs! 10% your purchases will go to the @lafdfoundation aiding them in fighting for people’s lives in the woolsey fires.… …,False
"These past several days have been pretty crazy for us and our community. From the recent shooting only miles away, to evacuating our homes due to the Woolsey Fires nearby. This photo shot… https://www.instagram.com/p/BqFpMHAFNbH/?utm_source=ig_twitter_share&igshid=yrda4wo6uq66 …",Caljava,Mon Nov 12 17:11:11 +0000 2018,,"these past several days have been pretty crazy for us and our community. from the recent shooting only miles away, to evacuating our homes due to the woolsey fires nearby. this photo shot… …",False
Nuclear towers and reactors on fire in Nuclear Plant malibu/woolsey area!!!! Please share...the media and news will not tell the people there they are in this toxic Air and ash!! 10… https://www.instagram.com/p/BqEWWFjH9yu/?utm_source=ig_twitter_share&igshid=11vugphc9tfrp …,ReekIvan,Mon Nov 12 05:28:26 +0000 2018,,nuclear towers and reactors on fire in nuclear plant malibu/woolsey area!!!! please share...the media and news will not tell the people there they are in this toxic air and ash!! 10… …,False
"The horrific Camp, Woolsey and Hill fires in California are only 10% contained. Thousands of firefighters are engaged in battling the flames & providing assistance to those in need. God… https://www.instagram.com/p/BqDmSP8hVg2/?utm_source=ig_twitter_share&igshid=12k1cuejh0dbi …",NohoFarmers,Sun Nov 11 22:38:02 +0000 2018,,"the horrific camp, woolsey and hill fires in california are only 10% contained. thousands of firefighters are engaged in battling the flames & providing assistance to those in need. god… …",False
"The horrific Camp, Woolsey and Hill fires in California are only 10% contained. Thousands of firefighters are engaged in battling the flames & providing assistance to those in need. God… https://www.instagram.com/p/BqDmaJZh0ut/?utm_source=ig_twitter_share&igshid=j510edp4r7nx …",NohoFarmers,Sun Nov 11 22:08:23 +0000 2018,,"the horrific camp, woolsey and hill fires in california are only 10% contained. thousands of firefighters are engaged in battling the flames & providing assistance to those in need. god… …",False
"Sending positive vibes to those in Malibu, Thousand Oaks, Calabasas, Agora Hills & Simi Valley during the Woolsey Fires as many had to evacuate their homes not knowing it will be there… https://www.instagram.com/p/BqCwtG4lIOI/?utm_source=ig_twitter_share&igshid=4tgzljbsatfc …",MrSaddity,Sun Nov 11 14:26:56 +0000 2018,,"sending positive vibes to those in malibu, thousand oaks, calabasas, agora hills & simi valley during the woolsey fires as many had to evacuate their homes not knowing it will be there… …",False
"#PrayForMalibu - Donald Trump Mais de 4.000 estão lutando contra os Incêndios de Woolsey, na Califórnia, que queimaram mais de 170.000 acres. Nossos corações estão com aqueles que lutam… https://www.instagram.com/p/BqCbVLiHyqz/?utm_source=ig_twitter_share&igshid=1f9yfcuubbiqr …",SAULOVALLEY,Sun Nov 11 11:12:12 +0000 2018,#PrayForMalibu,"#prayformalibu - donald trump mais de 4.000 estão lutando contra os incêndios de woolsey, na califórnia, que queimaram mais de 170.000 acres. nossos corações estão com aqueles que lutam… …",False
#woolseyfire #helicopter528 ..doing our best!! Keep safe! @Woolsey Canyon https://www.instagram.com/p/BqBa2M7hzYz/?utm_source=ig_twitter_share&igshid=1j884oy86ibpu …,helistream,Sun Nov 11 01:48:47 +0000 2018,#woolseyfire #helicopter528,#woolseyfire #helicopter528 ..doing our best!! keep safe! @woolsey canyon …,False
"Anima shelters that needs help !!! Foster and donation #woolsey #malibu #animalshelter #love #compassion #help #foster @Malibu, California https://www.instagram.com/p/BqBVpncDi9Q/?utm_source=ig_twitter_share&igshid=17fxi0jt6wsow …",olivierchatard,Sun Nov 11 01:03:24 +0000 2018,#woolsey #malibu #animalshelter #love #compassion #help #foster,"anima shelters that needs help !!! foster and donation #woolsey #malibu #animalshelter #love #compassion #help #foster @malibu, california …",False
We need fosters and help !!! #woolsey #malibu @ECLECTiK https://www.instagram.com/p/BqBTcM6DkKY/?utm_source=ig_twitter_share&igshid=10bfayuww5jcy …,olivierchatard,Sun Nov 11 00:44:04 +0000 2018,#woolsey #malibu,we need fosters and help !!! #woolsey #malibu @eclectik …,False
"15 FIRES We now have 15 fires burning in my beautiful State of California! 6,700 structures destroyed so far! The most destructive fire in history. 7 deaths! Sad. Camp, Woolsey, Hill… https://www.instagram.com/p/BqAxImSHTBw/?utm_source=ig_twitter_share&igshid=gcs7tglke7id …",gssinla,Sat Nov 10 19:44:14 +0000 2018,,"15 fires we now have 15 fires burning in my beautiful state of california! 6,700 structures destroyed so far! the most destructive fire in history. 7 deaths! sad. camp, woolsey, hill… …",False
"Morning Check-in... hoping for much progress as the winds are calmer for the day. Be safe and strong! #woolsey #malibu @Santa Monica, California https://www.instagram.com/p/BqAUkcghspZ/?utm_source=ig_twitter_share&igshid=1xt5e631ywb4g …",HeyRoss,Sat Nov 10 15:35:09 +0000 2018,#woolsey #malibu,"morning check-in... hoping for much progress as the winds are calmer for the day. be safe and strong! #woolsey #malibu @santa monica, california …",False
"Global warming is a crisis that we can no longer ignore. Sending love & strength to the firefighters and evacuees affected by the Woolsey Fires in Southern California. @Malibu, California https://www.instagram.com/p/BqARo0yjtuO/?utm_source=ig_twitter_share&igshid=1wf8v8ok83twj …",theMindofMarisa,Sat Nov 10 15:09:03 +0000 2018,,"global warming is a crisis that we can no longer ignore. sending love & strength to the firefighters and evacuees affected by the woolsey fires in southern california. @malibu, california …",False
735 my new favorite number #woolseyfire #woolseycanyon #westhills #californiafires #canoneos80d @Woolsey Canyon https://www.instagram.com/p/Bp_fCcbngXU/?utm_source=ig_twitter_share&igshid=ws9s3m26nu9m …,LandOfHov,Sat Nov 10 07:46:53 +0000 2018,#woolseyfire #woolseycanyon #westhills #californiafires #canoneos80d,735 my new favorite number #woolseyfire #woolseycanyon #westhills #californiafires #canoneos80d @woolsey canyon …,False
#woolseyfire #woolseycanyon #westhills #californiafires #canoneos80d @Woolsey Canyon https://www.instagram.com/p/Bp_exprn58N/?utm_source=ig_twitter_share&igshid=1ftr9x4f0pw7d …,LandOfHov,Sat Nov 10 07:44:33 +0000 2018,#woolseyfire #woolseycanyon #westhills #californiafires #canoneos80d,#woolseyfire #woolseycanyon #westhills #californiafires #canoneos80d @woolsey canyon …,False
#woolseyfire #woolseycanyon #westhills #californiafires #canoneos80d @Woolsey Canyon https://www.instagram.com/p/Bp_ejL5n97I/?utm_source=ig_twitter_share&igshid=gww79w7f9uol …,LandOfHov,Sat Nov 10 07:42:36 +0000 2018,#woolseyfire #woolseycanyon #westhills #californiafires #canoneos80d,#woolseyfire #woolseycanyon #westhills #californiafires #canoneos80d @woolsey canyon …,False
#woolseyfire #woolseycanyon #westhills #californiafires #canoneos80d @Woolsey Canyon https://www.instagram.com/p/Bp_eWXXHlhV/?utm_source=ig_twitter_share&igshid=1ftiyg0xufr6i …,LandOfHov,Sat Nov 10 07:40:51 +0000 2018,#woolseyfire #woolseycanyon #westhills #californiafires #canoneos80d,#woolseyfire #woolseycanyon #westhills #californiafires #canoneos80d @woolsey canyon …,False
#woolseyfire #woolseycanyon #westhills #californiafires #canoneos80d @Woolsey Canyon https://www.instagram.com/p/Bp_eJDcHoNF/?utm_source=ig_twitter_share&igshid=gttceok8zy0r …,LandOfHov,Sat Nov 10 07:39:01 +0000 2018,#woolseyfire #woolseycanyon #westhills #californiafires #canoneos80d,#woolseyfire #woolseycanyon #westhills #californiafires #canoneos80d @woolsey canyon …,False
#woolseyfire #woolseycanyon #westhills #californiafires #canoneos80d @Woolsey Canyon https://www.instagram.com/p/Bp_dfeenOBB/?utm_source=ig_twitter_share&igshid=1hk26cald2wv4 …,LandOfHov,Sat Nov 10 07:33:22 +0000 2018,#woolseyfire #woolseycanyon #westhills #californiafires #canoneos80d,#woolseyfire #woolseycanyon #westhills #californiafires #canoneos80d @woolsey canyon …,False
#woolseyfire #woolseycanyon #westhills #californiafires #canoneos80d @Woolsey Canyon https://www.instagram.com/p/Bp_dAdinrRw/?utm_source=ig_twitter_share&igshid=2nprwxy359x …,LandOfHov,Sat Nov 10 07:30:13 +0000 2018,#woolseyfire #woolseycanyon #westhills #californiafires #canoneos80d,#woolseyfire #woolseycanyon #westhills #californiafires #canoneos80d @woolsey canyon …,False
"2:30pm on the way home Woolsey Fires @Pacific Palisades, California https://www.instagram.com/p/Bp_MyXPhnzu/?utm_source=ig_twitter_share&igshid=2lgi4qamuxwj …",fioreang56,Sat Nov 10 05:07:25 +0000 2018,,"2:30pm on the way home woolsey fires @pacific palisades, california …",False
#WoolseyFire from Woolsey Canyon Rd this morning. Still way too close for comfort. @Woolsey Canyon https://www.instagram.com/p/Bp-BaNnH-yo/?utm_source=ig_twitter_share&igshid=ct9nm48n87es …,LandOfHov,Fri Nov 09 18:11:03 +0000 2018,#WoolseyFire,#woolseyfire from woolsey canyon rd this morning. still way too close for comfort. @woolsey canyon …,False
"It’s another hard day #ventura #woolsey #godbless @Ventura, California https://www.instagram.com/p/Bp9_stPh2iX/?utm_source=ig_twitter_share&igshid=1q080yo9rni8s …",stantgtw,Fri Nov 09 17:53:49 +0000 2018,#ventura #woolsey #godbless,"it’s another hard day #ventura #woolsey #godbless @ventura, california …",False
"The Malibu/Woolsey fires from my balcony. Dear friends have already lost everything. Think the good thoughts, y’all. @Marina del Rey, California https://www.instagram.com/p/Bp9-L-RnAqf/?utm_source=ig_twitter_share&igshid=1n563bfyfhxln …",dariustx,Fri Nov 09 17:40:42 +0000 2018,,"the malibu/woolsey fires from my balcony. dear friends have already lost everything. think the good thoughts, y’all. @marina del rey, california …",False
"Sending love to my family and friends in fire danger now. Just devastating. Stay safe. #woolsey @abc7eyewitness @Santa Monica, California https://www.instagram.com/p/Bp9xd-yBkfz/?utm_source=ig_twitter_share&igshid=y7ur3bxia1hg …",HeyRoss,Fri Nov 09 15:49:30 +0000 2018,#woolsey,"sending love to my family and friends in fire danger now. just devastating. stay safe. #woolsey @abc7eyewitness @santa monica, california …",False
Montecito Fire has two engines in Ventura County helping with the Woolsey and the Hill fires. We are actively engaged in defending structures near Oak Park. Please be patient in your… https://www.instagram.com/p/Bp9nX-XFugl/?utm_source=ig_twitter_share&igshid=groee4tvwxto …,montecitofire,Fri Nov 09 14:21:15 +0000 2018,,montecito fire has two engines in ventura county helping with the woolsey and the hill fires. we are actively engaged in defending structures near oak park. please be patient in your… …,False
Happy Friday! Time to curl up with a blanket by the fire and get cozy with some cocktails this weekend! #partner⠀ ⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ This year I think I perfected my gingerbread cookie recipe… https://www.instagram.com/p/Bq0s7punHgu/?utm_source=ig_twitter_share&igshid=1iu1rds9l63rl …,stirandstrain,Fri Nov 30 23:48:08 +0000 2018,#partner,happy friday! time to curl up with a blanket by the fire and get cozy with some cocktails this weekend! #partner⠀ ⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ this year i think i perfected my gingerbread cookie recipe… …,False
30+ NEW BEATS YOU CAN CHOOSE FROM! LINK IN MY BIO. PURCHASE SOME FIRE AND TURN YOUR MUSIC UP TO THE NEXT LEVEL #producer #beatmaker #production #la #atl #mia #nyc #chicago #detroit… https://www.instagram.com/p/Bq0n8mPgBAk/?utm_source=ig_twitter_share&igshid=12ub8nra6ym61 …,kmagicvision,Fri Nov 30 23:07:44 +0000 2018,#producer #beatmaker #production #la #atl #mia #nyc #chicago #detroit,30+ new beats you can choose from! link in my bio. purchase some fire and turn your music up to the next level #producer #beatmaker #production #la #atl #mia #nyc #chicago #detroit… …,False
"Though rescue workers continue to sift through the debris of the Camp Fire in Northern California, SDF-trained Search Teams Alex Mengell & Gunner (first picture) and Doug Van Iwaarden &… https://www.instagram.com/p/Bq0kBHSFc3D/?utm_source=ig_twitter_share&igshid=1xgu8n2apxk00 …",searchdogfdn,Fri Nov 30 22:30:09 +0000 2018,,"though rescue workers continue to sift through the debris of the camp fire in northern california, sdf-trained search teams alex mengell & gunner (first picture) and doug van iwaarden &… …",False
"!! sigalert !! car fire in the right lane in #Arcadia on 210 EB before Baldwin Ave, stopped traffic back to Sierra Madre, delay of 20 mins",TotalTrafficLA,Fri Nov 30 22:15:00 +0000 2018,#Arcadia,"!! sigalert !! car fire in the right lane in #arcadia on 210 eb before baldwin ave, stopped traffic back to sierra madre, delay of 20 mins",False
"!! sigalert !! car fire in the right lane in #Arcadia on 210 EB before Baldwin Ave, stopped traffic back to Allen Ave, delay of 28 mins",TotalTrafficLA,Fri Nov 30 21:59:38 +0000 2018,#Arcadia,"!! sigalert !! car fire in the right lane in #arcadia on 210 eb before baldwin ave, stopped traffic back to allen ave, delay of 28 mins",False
"Can I just say the #mulledwine was fire not too sweet and just enough spice! Oh so simple! All in the crockpot on high until it’s hot, don’t boil the leave it on keep warm and enjoy … https://www.instagram.com/p/Bq0bmpAHq3A/?utm_source=ig_twitter_share&igshid=me54buurmqd1 …",TiaraJen_A,Fri Nov 30 21:17:09 +0000 2018,#mulledwine,"can i just say the #mulledwine was fire not too sweet and just enough spice! oh so simple! all in the crockpot on high until it’s hot, don’t boil the leave it on keep warm and enjoy … …",False
"Three weeks ago today, the fires roared through Malibu, Paradise, the San Fernando Valley. Survivors struggle on. Leo and his family were interviewed at a SM-MUSD event on Nov. 21… https://www.instagram.com/p/Bq0SNk7h81G/?utm_source=ig_twitter_share&igshid=11yifsf94rlts …",AnneLinstatter,Fri Nov 30 19:54:33 +0000 2018,,"three weeks ago today, the fires roared through malibu, paradise, the san fernando valley. survivors struggle on. leo and his family were interviewed at a sm-musd event on nov. 21… …",False
Poetry By The Fire. PART 7 Dedicating this to all the women with daddy issues and low self esteem. I'm here for you. #poems #poetrycommunity #poetsofig #poems #poemsofinstagram… https://www.instagram.com/p/Bq0RfzOAJTF/?utm_source=ig_twitter_share&igshid=13yeptw6hu69r …,Giftaveli,Fri Nov 30 19:50:48 +0000 2018,#poems #poetrycommunity #poetsofig #poems #poemsofinstagram,poetry by the fire. part 7 dedicating this to all the women with daddy issues and low self esteem. i'm here for you. #poems #poetrycommunity #poetsofig #poems #poemsofinstagram… …,False
"We got to do a really cool tour ""Walk in Walt's Footsteps"". I highly recommend it. Got to go into Walt's private apartment above the fire station on Main… https://www.instagram.com/p/Bq0RFeOnmybYVjIZFXBFFXzm9Nfdh00qCNkEeM0/?utm_source=ig_twitter_share&igshid=1l1gnrarg3uex …",sweetpea_1129,Fri Nov 30 19:44:48 +0000 2018,,"we got to do a really cool tour ""walk in walt's footsteps"". i highly recommend it. got to go into walt's private apartment above the fire station on main… …",False
"What matters most is how well you walk thru the fire #younghollywood #firewalker #determination #positiveteeninfluence @Los Angeles, California https://www.instagram.com/p/Bqz9CxBgiJn/?utm_source=ig_twitter_share&igshid=ngoml18it12e …",iamErinReese,Fri Nov 30 16:49:36 +0000 2018,#younghollywood #firewalker #determination #positiveteeninfluence,"what matters most is how well you walk thru the fire #younghollywood #firewalker #determination #positiveteeninfluence @los angeles, california …",False
"Good morning. #UpperOjai stoke level still pinged at 9. New, fun project to announce. Akacya Medrano is my client and friend. She lives in #Ventura. She brought #Seminole Fire… https://www.instagram.com/p/Bqz6vm7AaUY/?utm_source=ig_twitter_share&igshid=1ebx7kevwfw0y …",quirklawyers,Fri Nov 30 16:29:32 +0000 2018,#UpperOjai #Ventura #Seminole,"good morning. #upperojai stoke level still pinged at 9. new, fun project to announce. akacya medrano is my client and friend. she lives in #ventura. she brought #seminole fire… …",False
Yesterday I spent a rainy cold afternoon wrapping gifts for Christmas! We lit a fire and put Christmas music on! Soup was simmering on the stove filling the house with the familiar aroma… https://www.instagram.com/p/Bqz2-MnB-77/?utm_source=ig_twitter_share&igshid=8lrw2ydkv7ct …,CristinaCooks,Fri Nov 30 15:56:35 +0000 2018,,yesterday i spent a rainy cold afternoon wrapping gifts for christmas! we lit a fire and put christmas music on! soup was simmering on the stove filling the house with the familiar aroma… …,False
"New morning visitors most likely displaced by recent fires. @West Hills, California https://www.instagram.com/p/Bqzv5M2nCDcL5bbKBX4QTsUjioVAdoqnyaklcg0/?utm_source=ig_twitter_share&igshid=6sgbmx0bqowl …",kacy_resch,Fri Nov 30 14:55:55 +0000 2018,,"new morning visitors most likely displaced by recent fires. @west hills, california …",False
"The sky is on fire this morning, portends to be a beautiful day upcoming. Good morning friends. @Los Angeles, California https://www.instagram.com/p/BqzvUjHg4GM/?utm_source=ig_twitter_share&igshid=bib7ykosrnzz …",tubebuzzer,Fri Nov 30 14:49:46 +0000 2018,,"the sky is on fire this morning, portends to be a beautiful day upcoming. good morning friends. @los angeles, california …",False
"A car fire is blocking the carpool lane. in #Torrance on I-405 NB at Crenshaw Blvd, stopped traffic back to Western Ave, delay of 8 mins",TotalTrafficLA,Fri Nov 30 14:48:58 +0000 2018,#Torrance,"a car fire is blocking the carpool lane. in #torrance on i-405 nb at crenshaw blvd, stopped traffic back to western ave, delay of 8 mins",False
#when #you #finish #dropping #your #mixtape #and you #know #its #fire #winning #championing #lax #themebuilding #themebuildinglax #2018 #toughyear #but #a #blessing #linkinbio… https://www.instagram.com/p/Bqzb3KXlywN/?utm_source=ig_twitter_share&igshid=1s3inpiyazsvn …,ETuhame,Fri Nov 30 11:59:40 +0000 2018,#when #you #finish #dropping #your #mixtape #and #know #its #fire #winning #championing #lax #themebuilding #themebuildinglax #2018 #toughyear #but #a #blessing #linkinbio,#when #you #finish #dropping #your #mixtape #and you #know #its #fire #winning #championing #lax #themebuilding #themebuildinglax #2018 #toughyear #but #a #blessing #linkinbio… …,False
"Go follow patrick.micheal.artistry Photo credit: on_fire_photos #makeup #showcase #raw #art #model #bts @Los Angeles, California https://www.instagram.com/p/BqzTNqhlC8I/?utm_source=ig_twitter_share&igshid=85q6c2rst2ey …",sloveofficial,Fri Nov 30 10:44:04 +0000 2018,#makeup #showcase #raw #art #model #bts,"go follow patrick.micheal.artistry photo credit: on_fire_photos #makeup #showcase #raw #art #model #bts @los angeles, california …",False
"As we gaze into the fire, seeing the firefly dance, we wonder what will become of her when the wick was Run it’s course. To find out how to donate to our first album and keep the Firefly… https://www.instagram.com/p/BqzNRffgcN9/?utm_source=ig_twitter_share&igshid=12mdmmpz4rfxl …",samandtonyshow,Fri Nov 30 09:52:08 +0000 2018,,"as we gaze into the fire, seeing the firefly dance, we wonder what will become of her when the wick was run it’s course. to find out how to donate to our first album and keep the firefly… …",False
"Dormitory (at @LAFD Fire Station 4 in Los Angeles, CA) https://www.swarmapp.com/c/a1u9xx7cAQO",brianstatus,Fri Nov 30 09:18:38 +0000 2018,,"dormitory (at @lafd fire station 4 in los angeles, ca)",False
Chestnuts roasting on an open fire...Jack Frost nipping at your nose...it’s that time of year again... #fireplaces #holidays and #chestnuts and presents...I have an idea...a house for… https://www.instagram.com/p/Bqy5k_cgtBj/?utm_source=ig_twitter_share&igshid=a0c6qpr8ft6s …,Nancykilar,Fri Nov 30 07:00:02 +0000 2018,#fireplaces #holidays #chestnuts,chestnuts roasting on an open fire...jack frost nipping at your nose...it’s that time of year again... #fireplaces #holidays and #chestnuts and presents...i have an idea...a house for… …,False
"Thor had to put out the California fires. Hit that for this dope car. #losangeles #raininlosangeles ##impala #chevy #sleeper @Los Angeles, California https://www.instagram.com/p/BqyyxUXgNuW/?utm_source=ig_twitter_share&igshid=fwl3zw62ovu5 …",ImShashankDogra,Fri Nov 30 06:00:37 +0000 2018,#losangeles #raininlosangeles # #impala #chevy #sleeper,"thor had to put out the california fires. hit that for this dope car. #losangeles #raininlosangeles ##impala #chevy #sleeper @los angeles, california …",False
"Oh, the weather outside is frightful But the fire is so delightful And since we've no place to go Let it snow, let it snow, let it snow #dogsofinstagram #dog #dogcostume #christmas… https://www.instagram.com/p/BqyvHqKHajN/?utm_source=ig_twitter_share&igshid=1qp3ak6866o2c …",tamarasuethorne,Fri Nov 30 05:28:42 +0000 2018,#dogsofinstagram #dog #dogcostume #christmas,"oh, the weather outside is frightful but the fire is so delightful and since we've no place to go let it snow, let it snow, let it snow #dogsofinstagram #dog #dogcostume #christmas… …",False
we set the roof on fire that night with @andrewk_photo and martabez @The Fashion Castle https://www.instagram.com/p/BqytJzJgwfN/?utm_source=ig_twitter_share&igshid=242v5gatiz1l …,thejazziebella,Fri Nov 30 05:11:30 +0000 2018,,we set the roof on fire that night with @andrewk_photo and martabez @the fashion castle …,False
"Cold nights make me think of the heated Pirate sequence in World of Color, which I miss with every ounce of my being #worldofcolor #disneylandresort #fire #pyrotechnics #pyro #disney… https://www.instagram.com/p/BqypLQpH9G-/?utm_source=ig_twitter_share&igshid=rd1mwwnjh6wo …",TeacherTori93,Fri Nov 30 04:36:44 +0000 2018,#worldofcolor #disneylandresort #fire #pyrotechnics #pyro #disney,"cold nights make me think of the heated pirate sequence in world of color, which i miss with every ounce of my being #worldofcolor #disneylandresort #fire #pyrotechnics #pyro #disney… …",False
Im in love God is so good! What an amazing company! New announcements FIRE! #BossMoves #ACNnextGen #ACN4Life #LongBeach #cocMeeting @Long Beach Convention and Entertainment… https://www.instagram.com/p/BqyoVBcgOjG/?utm_source=ig_twitter_share&igshid=1wom1vnatke8x …,osusfinest,Fri Nov 30 04:29:21 +0000 2018,#BossMoves #ACNnextGen #ACN4Life #LongBeach #cocMeeting,im in love god is so good! what an amazing company! new announcements fire! #bossmoves #acnnextgen #acn4life #longbeach #cocmeeting @long beach convention and entertainment… …,False
"Little #Fire for a #Thursday helps with the #Rain @Los Angeles, California https://www.instagram.com/p/BqycpydF-Zj/?utm_source=ig_twitter_share&igshid=1js1i2xk41htw …",Robinhood626,Fri Nov 30 02:47:19 +0000 2018,#Fire #Thursday #Rain,"little #fire for a #thursday helps with the #rain @los angeles, california …",False
"Life’s been rough the past month. There’s been death and a shooting and a fire, but more than anything I am overwhelmed with gratitude. I know that sounds strange, but I’m just overwhelmed… https://www.instagram.com/p/BqyagwrgdXF/?utm_source=ig_twitter_share&igshid=1xaphye5jii5 …",ditnebob,Fri Nov 30 02:28:34 +0000 2018,,"life’s been rough the past month. there’s been death and a shooting and a fire, but more than anything i am overwhelmed with gratitude. i know that sounds strange, but i’m just overwhelmed… …",False
"My heart goes out to all those who've been personally affected by the devastating fires, north & south. #pointdume #favoriteplaces #brokenhearted @Point Dume, Malibu, CA https://www.instagram.com/p/BqyZnedBDYL/?utm_source=ig_twitter_share&igshid=5zlvjgmkspop …",VincentIrizarry,Fri Nov 30 02:27:25 +0000 2018,#pointdume #favoriteplaces #brokenhearted,"my heart goes out to all those who've been personally affected by the devastating fires, north & south. #pointdume #favoriteplaces #brokenhearted @point dume, malibu, ca …",False
California was devastated by fires this year and we are trying to raise some $$around the holidays to give back. Come out for the @buzzbandsla holiday bash . Proceeds going to fire… https://www.instagram.com/p/BqyVjcmBN4U/?utm_source=ig_twitter_share&igshid=2kmopf4joic3 …,crmnlhygne,Fri Nov 30 01:45:17 +0000 2018,,california was devastated by fires this year and we are trying to raise some $$around the holidays to give back. come out for the @buzzbandsla holiday bash . proceeds going to fire… …,False
Yes it does #rain in #southerncalifornia #greattohaveit #but more #big #problems for our poor #friends affected by the #fires day a prayer for them @… https://www.instagram.com/p/BqyMPoRgV5YvsxqwxA3TY9VrehaEPovil5rs7Q0/?utm_source=ig_twitter_share&igshid=1i787dcqz98q4 …,chuck90036,Fri Nov 30 00:26:31 +0000 2018,#rain #southerncalifornia #greattohaveit #but #big #problems #friends #fires,yes it does #rain in #southerncalifornia #greattohaveit #but more #big #problems for our poor #friends affected by the #fires day a prayer for them @… …,False
