Full Text,Author,Creation Time,Hashtags,text,useful tweet
"Please pray for friends and families that are displaced and on the verge of losing their homes (or have already lost their homes). These fires are awful. Lord, hear our prayers. #LA… https://www.instagram.com/p/BqA-ixXnOvn/?utm_source=ig_twitter_share&igshid=1h1l45bm7bu40 …",jasonheppner,Sat Nov 10 21:41:59 +0000 2018,#LA,"please pray for friends and families that are displaced and on the verge of losing their homes (or have already lost their homes). these fires are awful. lord, hear our prayers. #la… …",False
"My heart goes out to everyone escaping the Californian fires. Sending love & hope to all those who have leave their homes. #prayforcalifornia #repost @RSDN_LosAngeles @Malibu, California https://www.instagram.com/p/BqA9yKogwqp/?utm_source=ig_twitter_share&igshid=m0suyt8aayo7 …",AndreaHausmann,Sat Nov 10 21:34:48 +0000 2018,#prayforcalifornia #repost,"my heart goes out to everyone escaping the californian fires. sending love & hope to all those who have leave their homes. #prayforcalifornia #repost @rsdn_losangeles @malibu, california …",False
"The Red Cross, visit http://RedCross.org , call 1-800-RED-CROSS, or text REDCROSS to 90999 to make an automatic $10 donation. - The California Fire Foundation is a nonprofit that is distributing… https://www.instagram.com/p/BqA8_VKHQWL/?utm_source=ig_twitter_share&igshid=1ltbcokzydfsc …",OneLittleDuff,Sat Nov 10 21:33:20 +0000 2018,,"the red cross, visit , call 1-800-red-cross, or text redcross to 90999 to make an automatic $10 donation. - the california fire foundation is a nonprofit that is distributing… …",False
The azure haze of smoke filling the air of Los Angeles as wildfires cover Malibu. . . #smoke #losangeles #hollywood #venice #california #actor #beachlife #azure #haze #fire #fireman… https://www.instagram.com/p/BqA9lZEhjQE/?utm_source=ig_twitter_share&igshid=l5gpajqczsdi …,TheClayB,Sat Nov 10 21:33:15 +0000 2018,#smoke #losangeles #hollywood #venice #california #actor #beachlife #azure #haze #fire #fireman,the azure haze of smoke filling the air of los angeles as wildfires cover malibu. . . #smoke #losangeles #hollywood #venice #california #actor #beachlife #azure #haze #fire #fireman… …,False
"Heartbroken Praying for everyone in the path of these fires. The fire is 3 miles away from me and I'm hoping we wont have to evacuate. #prayer @Los Angeles, California https://www.instagram.com/p/BqA9dLbApWj/?utm_source=ig_twitter_share&igshid=1ne5c8a9edwqb …",WinkeeKrick,Sat Nov 10 21:32:05 +0000 2018,#prayer,"heartbroken praying for everyone in the path of these fires. the fire is 3 miles away from me and i'm hoping we wont have to evacuate. #prayer @los angeles, california …",False
"Oh, I'll be free. . Thinking of all those displaced and in the path of these terrible wild fires this weekend and unending thanks to the people working to contain them and keep us all… https://www.instagram.com/p/BqA84q5DwwL/?utm_source=ig_twitter_share&igshid=n3s7i1sxtxa3 …",MooShoesLA,Sat Nov 10 21:27:39 +0000 2018,,"oh, i'll be free. . thinking of all those displaced and in the path of these terrible wild fires this weekend and unending thanks to the people working to contain them and keep us all… …",False
"@realdonaldtrump We’re currently on fire you fuckhead. Try being presidential, have some tact. @Sherman Oaks, California https://www.instagram.com/p/BqA7pwWAnTd/?utm_source=ig_twitter_share&igshid=vhwewaqh0wdn …",anthonymmarquez,Sat Nov 10 21:16:14 +0000 2018,,"@realdonaldtrump we’re currently on fire you fuckhead. try being presidential, have some tact. @sherman oaks, california …",False
Horses are a huge part of my family history and we love them dearly!!! You can help those who have been evacuated and in need of sanctuary because of the fires by donating to the Humane… https://www.instagram.com/p/BqA7j_WjPpF/?utm_source=ig_twitter_share&igshid=b8rjmuo90hpk …,rosandermusic,Sat Nov 10 21:15:32 +0000 2018,,horses are a huge part of my family history and we love them dearly!!! you can help those who have been evacuated and in need of sanctuary because of the fires by donating to the humane… …,False
Heading home after a successful recording session!! . . . The city a glow .... . . Glad i made it out of #LA the #fire almost had other plans ! Thankfully i made it through #Malibu… https://www.instagram.com/p/BqA7N0XloA7/?utm_source=ig_twitter_share&igshid=1acxbowhjp1p4 …,shmeakshmock,Sat Nov 10 21:13:13 +0000 2018,#LA #fire #Malibu,heading home after a successful recording session!! . . . the city a glow .... . . glad i made it out of #la the #fire almost had other plans ! thankfully i made it through #malibu… …,False
"Decreasing air quality due to the fires. #fire #Malibu #malibufire #smoke #Wooselyfire @Santa Monica, California https://www.instagram.com/p/BqA7MhWBpHkXLqnVL4vM_uk6T5Q4iox0u9g92k0/?utm_source=ig_twitter_share&igshid=d2lzt03dnb05 …",smartin007,Sat Nov 10 21:12:15 +0000 2018,#fire #Malibu #malibufire #smoke #Wooselyfire,"decreasing air quality due to the fires. #fire #malibu #malibufire #smoke #wooselyfire @santa monica, california …",False
"Thoughts and prayers go out to the fire fighters and the people affected by the fires insane johncampbellmac1 #prayers #malibusburning #lafire @Malibu, California https://www.instagram.com/p/BqA5kwrnycX/?utm_source=ig_twitter_share&igshid=1hhkr3v0si801 …",JohnCampbellEst,Sat Nov 10 20:58:02 +0000 2018,#prayers #malibusburning #lafire,"thoughts and prayers go out to the fire fighters and the people affected by the fires insane johncampbellmac1 #prayers #malibusburning #lafire @malibu, california …",False
"#Repost @wildhorsefdn ・・・ During these trying times in our community it’s the human spirit that never fails to prevail. Through fires, active shooters and loss of lives and homes, we can… https://www.instagram.com/p/BqA5QU1hP8I/?utm_source=ig_twitter_share&igshid=82y60j3262w2 …",OG_Goonster021,Sat Nov 10 20:55:15 +0000 2018,#Repost,"#repost @wildhorsefdn ・・・ during these trying times in our community it’s the human spirit that never fails to prevail. through fires, active shooters and loss of lives and homes, we can… …",False
2 Killed in Southern California Fire That’s Doubled in Size https://go.fox40.com/2AZr1xv,FOX40,Sat Nov 10 20:55:09 +0000 2018,,2 killed in southern california fire that’s doubled in size,False
Hiked into Griffith Park last night to get a look at the fires. Wasn't prepared for what I saw. Basically Mordor behind Mt. Lee. #woolseyfire #hillfire #wildfires #californiafires… https://www.instagram.com/p/BqA5HRMHYKe/?utm_source=ig_twitter_share&igshid=rdeqk4bhn55z …,MichaelZigmund,Sat Nov 10 20:54:00 +0000 2018,#woolseyfire #hillfire #wildfires #californiafires,hiked into griffith park last night to get a look at the fires. wasn't prepared for what i saw. basically mordor behind mt. lee. #woolseyfire #hillfire #wildfires #californiafires… …,False
These fires are crazy!!! Pray for socal #socal #socalfires #socalfire #westhillsfire #wildfire #wildfires #malibu #malibufire #fires #fire #woodlandhills #woodlandhillsfire… https://www.instagram.com/p/BqA46eXHX9e/?utm_source=ig_twitter_share&igshid=t4j6sreed18h …,dice_the_barber,Sat Nov 10 20:53:21 +0000 2018,#socal #socalfires #socalfire #westhillsfire #wildfire #wildfires #malibu #malibufire #fires #fire #woodlandhills #woodlandhillsfire,these fires are crazy!!! pray for socal #socal #socalfires #socalfire #westhillsfire #wildfire #wildfires #malibu #malibufire #fires #fire #woodlandhills #woodlandhillsfire… …,False
Smokey as...well... #hell. #LA #fires #venicebeach #marinadelrey #losangeles #hollywood #california #marinadeley @tinaeatsdrinks #c4jforever #nakedauthor #jasonwilliammitchiner… https://www.instagram.com/p/BqA4grBAF0q/?utm_source=ig_twitter_share&igshid=1a8pfyfx9suq6 …,nakedauthor,Sat Nov 10 20:50:55 +0000 2018,#hell #LA #fires #venicebeach #marinadelrey #losangeles #hollywood #california #marinadeley #c4jforever #nakedauthor #jasonwilliammitchiner,smokey as...well... #hell. #la #fires #venicebeach #marinadelrey #losangeles #hollywood #california #marinadeley @tinaeatsdrinks #c4jforever #nakedauthor #jasonwilliammitchiner… …,False
"Views from the Santa Monica Pier! Bonus picture of the smoke from the fire in Thousand Oaks, California @Santa Monica Pier https://www.instagram.com/p/BqA4eBWBh_zkTTYmT_dy8XuzlVVaNAhxIrE0IU0/?utm_source=ig_twitter_share&igshid=jhrv5c9m0gsx …",AlexxReed,Sat Nov 10 20:48:22 +0000 2018,,"views from the santa monica pier! bonus picture of the smoke from the fire in thousand oaks, california @santa monica pier …",False
"Santa Monica POV of the fires. Sad week for LA and NorCal #wildfire #woolseyfire #hillfire #malibu @Santa Monica, California https://www.instagram.com/p/Bp-6L7Mg7dt/?utm_source=ig_twitter_share&igshid=166tfa51hvxku …",ConArteest,Sat Nov 10 20:45:42 +0000 2018,#wildfire #woolseyfire #hillfire #malibu,"santa monica pov of the fires. sad week for la and norcal #wildfire #woolseyfire #hillfire #malibu @santa monica, california …",False
"The fires are still blazing around us, but Glen Nadeau and I are safe out here in Southern California (Culver City/Palms)! Please consider donating to http://musicforrelief.org/fire -… https://www.instagram.com/p/BqA4Be7A8dt/?utm_source=ig_twitter_share&igshid=3ovbskn3mo5p …",gregorydouglass,Sat Nov 10 20:44:39 +0000 2018,,"the fires are still blazing around us, but glen nadeau and i are safe out here in southern california (culver city/palms)! please consider donating to -… …",False
"These two wanderlusting fools will be sailing their hot air balloon to the ""Land of Fire & Ice"" in less than two weeks!! If you have any adventure tips for Icelandic Winter Extravaganzas-… https://www.instagram.com/p/BqA36PRhJ4z/?utm_source=ig_twitter_share&igshid=13jfom9u2i0w9 …",Zerchinator,Sat Nov 10 20:43:39 +0000 2018,,"these two wanderlusting fools will be sailing their hot air balloon to the ""land of fire & ice"" in less than two weeks!! if you have any adventure tips for icelandic winter extravaganzas-… …",False
Beach conditions in #santa monica / unbelievable... dense smoke from the fires being whisked southward as winds pick up. #california @Santa Monica Pier https://www.instagram.com/p/BqA3o7LFxMX/?utm_source=ig_twitter_share&igshid=1ccx1s77i2ewt …,brittneydiana,Sat Nov 10 20:43:26 +0000 2018,#santa #california,beach conditions in #santa monica / unbelievable... dense smoke from the fires being whisked southward as winds pick up. #california @santa monica pier …,False
"Rapporterade om branden här i Kalifornien. #fire #tv4 #tv4live #tv4nyheterna @Los Angeles, California https://www.instagram.com/p/BqA3vJohk7k/?utm_source=ig_twitter_share&igshid=evsg0fy49boq …",DanNorra,Sat Nov 10 20:41:55 +0000 2018,#fire #tv4 #tv4live #tv4nyheterna,"rapporterade om branden här i kalifornien. #fire #tv4 #tv4live #tv4nyheterna @los angeles, california …",False
"#smoke #fire #smoke #marvista #venice @Los Angeles, California https://www.instagram.com/p/BqA3lHCgPAP/?utm_source=ig_twitter_share&igshid=9ghk1ec97y2a …",911battery,Sat Nov 10 20:41:24 +0000 2018,#smoke #fire #smoke #marvista #venice,"#smoke #fire #smoke #marvista #venice @los angeles, california …",False
"Ash falling from the sky. #WoolseyFire #HillcanyonFire #fire #LosAngeles #SoCal #californiawildfires #californiafires @Woodland Hills, California https://www.instagram.com/p/BqA2dHOBKlH/?utm_source=ig_twitter_share&igshid=jwspw7mg9ojm …",jaumeAV,Sat Nov 10 20:30:47 +0000 2018,#WoolseyFire #HillcanyonFire #fire #LosAngeles #SoCal #californiawildfires #californiafires,"ash falling from the sky. #woolseyfire #hillcanyonfire #fire #losangeles #socal #californiawildfires #californiafires @woodland hills, california …",False
